Age,Player_ID,Field_Goal_Percentage,Free_Throw_Percentage,Total_Rebounds,Assists,Steals,Block_Shots,Points,Salary,Season,Team
33-031,jordami01,0.438,1,9,3,2,0,20,1000000,2001-02,Washington Wizards
33-031,jordami01,0.438,1,9,3,2,0,20,1030000,2002-03,Washington Wizards
33-033,jordami01,0.583,1,11,5,1,0,36,550000,1984-85,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,630000,1985-86,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,845000,1987-88,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,2000000,1988-89,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,2500000,1989-90,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,2500000,1990-91,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,3250000,1991-92,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,4000000,1992-93,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,4000000,1993-94,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,3850000,1994-95,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,3850000,1995-96,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,30140000,1996-97,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,33140000,1997-98,Chicago Bulls
33-033,jordami01,0.583,1,11,5,1,0,36,1000000,2001-02,Washington Wizards
33-033,jordami01,0.583,1,11,5,1,0,36,1030000,2002-03,Washington Wizards
33-036,jordami01,0.636,1,9,2,0,2,36,550000,1984-85,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,630000,1985-86,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,845000,1987-88,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,2000000,1988-89,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,2500000,1989-90,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,2500000,1990-91,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,3250000,1991-92,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,4000000,1992-93,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,4000000,1993-94,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,3850000,1994-95,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,3850000,1995-96,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,30140000,1996-97,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,33140000,1997-98,Chicago Bulls
33-036,jordami01,0.636,1,9,2,0,2,36,1000000,2001-02,Washington Wizards
33-036,jordami01,0.636,1,9,2,0,2,36,1030000,2002-03,Washington Wizards
33-040,jordami01,0.417,0.5,5,7,1,1,13,550000,1984-85,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,630000,1985-86,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,845000,1987-88,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,2000000,1988-89,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,2500000,1989-90,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,2500000,1990-91,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,3250000,1991-92,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,4000000,1992-93,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,4000000,1993-94,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,3850000,1994-95,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,3850000,1995-96,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,30140000,1996-97,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,33140000,1997-98,Chicago Bulls
33-040,jordami01,0.417,0.5,5,7,1,1,13,1000000,2001-02,Washington Wizards
33-040,jordami01,0.417,0.5,5,7,1,1,13,1030000,2002-03,Washington Wizards
33-042,jordami01,0.4,0.9,9,6,2,0,21,550000,1984-85,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,630000,1985-86,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,845000,1987-88,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,2000000,1988-89,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,2500000,1989-90,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,2500000,1990-91,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,3250000,1991-92,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,4000000,1992-93,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,4000000,1993-94,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,3850000,1994-95,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,3850000,1995-96,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,30140000,1996-97,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,33140000,1997-98,Chicago Bulls
33-042,jordami01,0.4,0.9,9,6,2,0,21,1000000,2001-02,Washington Wizards
33-042,jordami01,0.4,0.9,9,6,2,0,21,1030000,2002-03,Washington Wizards
33-045,jordami01,0.478,1,8,3,2,0,32,550000,1984-85,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,630000,1985-86,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,845000,1987-88,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,2000000,1988-89,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,2500000,1989-90,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,2500000,1990-91,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,3250000,1991-92,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,4000000,1992-93,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,4000000,1993-94,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,3850000,1994-95,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,3850000,1995-96,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,30140000,1996-97,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,33140000,1997-98,Chicago Bulls
33-045,jordami01,0.478,1,8,3,2,0,32,1000000,2001-02,Washington Wizards
33-045,jordami01,0.478,1,8,3,2,0,32,1030000,2002-03,Washington Wizards
33-047,jordami01,0.542,0.813,7,3,4,2,40,550000,1984-85,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,630000,1985-86,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,845000,1987-88,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,2000000,1988-89,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,2500000,1989-90,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,2500000,1990-91,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,3250000,1991-92,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,4000000,1992-93,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,4000000,1993-94,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,3850000,1994-95,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,3850000,1995-96,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,30140000,1996-97,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,33140000,1997-98,Chicago Bulls
33-047,jordami01,0.542,0.813,7,3,4,2,40,1000000,2001-02,Washington Wizards
33-047,jordami01,0.542,0.813,7,3,4,2,40,1030000,2002-03,Washington Wizards
33-048,jordami01,0.625,0.667,5,4,3,0,24,550000,1984-85,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,630000,1985-86,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,845000,1987-88,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,2000000,1988-89,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,2500000,1989-90,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,2500000,1990-91,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,3250000,1991-92,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,4000000,1992-93,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,4000000,1993-94,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,3850000,1994-95,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,3850000,1995-96,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,30140000,1996-97,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,33140000,1997-98,Chicago Bulls
33-048,jordami01,0.625,0.667,5,4,3,0,24,1000000,2001-02,Washington Wizards
33-048,jordami01,0.625,0.667,5,4,3,0,24,1030000,2002-03,Washington Wizards
33-050,jordami01,0.333,1,3,1,2,0,27,550000,1984-85,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,630000,1985-86,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,845000,1987-88,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,2000000,1988-89,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,2500000,1989-90,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,2500000,1990-91,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,3250000,1991-92,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,4000000,1992-93,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,4000000,1993-94,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,3850000,1994-95,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,3850000,1995-96,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,30140000,1996-97,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,33140000,1997-98,Chicago Bulls
33-050,jordami01,0.333,1,3,1,2,0,27,1000000,2001-02,Washington Wizards
33-050,jordami01,0.333,1,3,1,2,0,27,1030000,2002-03,Washington Wizards
33-051,jordami01,0.481,0.684,11,5,1,0,40,550000,1984-85,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,630000,1985-86,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,845000,1987-88,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,2000000,1988-89,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,2500000,1989-90,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,2500000,1990-91,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,3250000,1991-92,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,4000000,1992-93,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,4000000,1993-94,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,3850000,1994-95,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,3850000,1995-96,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,30140000,1996-97,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,33140000,1997-98,Chicago Bulls
33-051,jordami01,0.481,0.684,11,5,1,0,40,1000000,2001-02,Washington Wizards
33-051,jordami01,0.481,0.684,11,5,1,0,40,1030000,2002-03,Washington Wizards
33-054,jordami01,0.444,0.25,7,3,3,0,17,550000,1984-85,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,630000,1985-86,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,845000,1987-88,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,2000000,1988-89,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,2500000,1989-90,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,2500000,1990-91,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,3250000,1991-92,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,4000000,1992-93,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,4000000,1993-94,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,3850000,1994-95,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,3850000,1995-96,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,30140000,1996-97,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,33140000,1997-98,Chicago Bulls
33-054,jordami01,0.444,0.25,7,3,3,0,17,1000000,2001-02,Washington Wizards
33-054,jordami01,0.444,0.25,7,3,3,0,17,1030000,2002-03,Washington Wizards
33-055,jordami01,0.625,1,3,0,4,1,23,550000,1984-85,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,630000,1985-86,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,845000,1987-88,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,2000000,1988-89,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,2500000,1989-90,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,2500000,1990-91,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,3250000,1991-92,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,4000000,1992-93,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,4000000,1993-94,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,3850000,1994-95,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,3850000,1995-96,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,30140000,1996-97,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,33140000,1997-98,Chicago Bulls
33-055,jordami01,0.625,1,3,0,4,1,23,1000000,2001-02,Washington Wizards
33-055,jordami01,0.625,1,3,0,4,1,23,1030000,2002-03,Washington Wizards
33-057,jordami01,0.611,1,12,3,1,0,32,550000,1984-85,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,630000,1985-86,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,845000,1987-88,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,2000000,1988-89,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,2500000,1989-90,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,2500000,1990-91,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,3250000,1991-92,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,4000000,1992-93,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,4000000,1993-94,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,3850000,1994-95,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,3850000,1995-96,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,30140000,1996-97,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,33140000,1997-98,Chicago Bulls
33-057,jordami01,0.611,1,12,3,1,0,32,1000000,2001-02,Washington Wizards
33-057,jordami01,0.611,1,12,3,1,0,32,1030000,2002-03,Washington Wizards
33-059,jordami01,0.333,0.75,9,4,2,1,22,550000,1984-85,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,630000,1985-86,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,845000,1987-88,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,2000000,1988-89,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,2500000,1989-90,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,2500000,1990-91,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,3250000,1991-92,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,4000000,1992-93,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,4000000,1993-94,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,3850000,1994-95,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,3850000,1995-96,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,30140000,1996-97,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,33140000,1997-98,Chicago Bulls
33-059,jordami01,0.333,0.75,9,4,2,1,22,1000000,2001-02,Washington Wizards
33-059,jordami01,0.333,0.75,9,4,2,1,22,1030000,2002-03,Washington Wizards
33-061,jordami01,0.611,1,5,1,1,0,30,550000,1984-85,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,630000,1985-86,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,845000,1987-88,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,2000000,1988-89,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,2500000,1989-90,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,2500000,1990-91,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,3250000,1991-92,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,4000000,1992-93,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,4000000,1993-94,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,3850000,1994-95,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,3850000,1995-96,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,30140000,1996-97,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,33140000,1997-98,Chicago Bulls
33-061,jordami01,0.611,1,5,1,1,0,30,1000000,2001-02,Washington Wizards
33-061,jordami01,0.611,1,5,1,1,0,30,1030000,2002-03,Washington Wizards
33-063,jordami01,0.391,0.8,2,6,1,1,24,550000,1984-85,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,630000,1985-86,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,845000,1987-88,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,2000000,1988-89,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,2500000,1989-90,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,2500000,1990-91,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,3250000,1991-92,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,4000000,1992-93,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,4000000,1993-94,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,3850000,1994-95,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,3850000,1995-96,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,30140000,1996-97,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,33140000,1997-98,Chicago Bulls
33-063,jordami01,0.391,0.8,2,6,1,1,24,1000000,2001-02,Washington Wizards
33-063,jordami01,0.391,0.8,2,6,1,1,24,1030000,2002-03,Washington Wizards
33-064,jordami01,0.5,1,4,4,4,0,26,550000,1984-85,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,630000,1985-86,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,845000,1987-88,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,2000000,1988-89,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,2500000,1989-90,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,2500000,1990-91,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,3250000,1991-92,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,4000000,1992-93,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,4000000,1993-94,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,3850000,1994-95,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,3850000,1995-96,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,30140000,1996-97,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,33140000,1997-98,Chicago Bulls
33-064,jordami01,0.5,1,4,4,4,0,26,1000000,2001-02,Washington Wizards
33-064,jordami01,0.5,1,4,4,4,0,26,1030000,2002-03,Washington Wizards
33-258,jordami01,0.455,0.769,4,3,0,0,30,550000,1984-85,Chicago Bulls
33-258,jordami01,0.455,0.769,4,3,0,0,30,630000,1985-86,Chicago Bulls
33-258,jordami01,0.455,0.769,4,3,0,0,30,845000,1987-88,Chicago Bulls
33-258,jordami01,0.455,0.769,4,3,0,0,30,2000000,1988-89,Chicago Bulls
33-258,jordami01,0.455,0.769,4,3,0,0,30,2500000,1989-90,Chicago Bulls
33-258,jordami01,0.455,0.769,4,3,0,0,30,2500000,1990-91,Chicago Bulls
